Title	Debate	Date	Participants	Moderators	Speaker	Text
October 13, 1992 Debate Transcript	The Gore-Quayle-Stockdale Vice Presidential Debate	1992-10-13	Gore-Quayle-Stockdale	HAL BRUNO	STOCKDALE	I think the best justification for getting Ross Perot in the race again to stay is that we’re seeing this kind of chit-chat back and forth about issues that don’t concentrate on where our grandchildren — the living standards of our children and grandchildren. He is, as I have read in more than one article, a revolutionary; he’s got plans out there that are going to double the speed at which this budget problem is being cared for. It was asked how, if we would squeeze down so fast that we would strangle the economy in the process. That is an art, to follow all those variables and know when to let up and to nurse this economy back together with pulls and pushes. And there’s no better man in the world to do that than that old artist, Ross Perot. And so I think that my closing statement is that I think I’m in a room with people that aren’t the life of reality. The US is in deep trouble. We’ve got to have somebody that can get up there and bring out the firehoses and get it stopped, and that’s what we’re about in the Perot campaign.
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	ROSS PEROT	That’s right at the top of my agenda. We’ve shipped millions of jobs overseas and we have a strange situation because we have a process in Washington where after you’ve served for a while you cash in, become a foreign lobbyist, make $30,000 a month, then take a leave, work on presidential campaigns, make sure you’ve got good contacts and then go back out. Now, if you just want to get down to brass tacks, first thing you ought to do is get all these folks who’ve got these 1-way trade agreements that we’ve negotiated over the years and say fellas, we’ll take the same deal we gave you. And they’ll gridlock right at that point because for example, we’ve got international competitors who simply could not unload their cars off the ships if they had to comply — you see, if it was a 2-way street, just couldn’t do it. We have got to stop sending jobs overseas. To those of you in the audience who are business people - pretty simple. If you’re paying $12, $13, $14 an hour for a factory worker, and you can move your factory south of the border, pay $1 an hour for labor, hire a young — let’s assume you’ve been in business for a long time. You’ve got a mature workforce. Pay $1 an hour for your labor, have no health care — that’s the most expensive single element in making the car. Have no environmental controls, no pollution controls and no retirement. And you don’t care about anything but making money. There will be a job-sucking sound going south. If the people send me to Washington the first thing I’ll do is study that 2000-page agreement and make sure it’s a 2-way street. One last point here. I decided I was dumb and didn’t understand it so I called a “Who’s Who” of the folks that have been around it, and I said why won’t everybody go south; they said it will be disruptive; I said for how long. I finally got ’em for 12 to 15 years. And I said, well, how does it stop being disruptive? And that is when their jobs come up from a dollar an hour to $6 an hour, and ours go down to $6 an hour; then it’s leveled again, but in the meantime you’ve wrecked the country with these kind of deals. We got to cut it out.
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	Well, we’re $4 trillion in debt. We’re going into debt an additional $1 billion, little more than $1 billion every working day of the year. Now, the thing I love about it — I’m just a businessman. I was down in Texas taking care of business, tending to my family. This situation got so bad that I decided I’d better get into it. The American people asked me to get into it. But I just find it fascinating that while we sit here tonight we will go into debt an additional $50 million in an hour and a half. Now, it’s not the Republicans’ fault, of course, and it’s not the Democrats’ fault. And what I’m looking for is who did it? Now, they’re the 2 folks involved so maybe if you put them together, they did it. Now, the facts are we have to fix it. I’m here tonight for these young people up here in the balcony from this college. When I was a young man, when I got out of the Navy I had multiple job offers. Young people with high grades can’t get a job. People — the 18- to 24-year-old high school graduates 10 years ago were making more than they are now. In other words, we were down to 18% of them were making — 18- to 24-year- olds were making less than $12,000. Now that’s up to 40%. And what’s happened in the meantime? The dollar’s gone through the floor. Now, whose fault is that? Not the Democrats. Not the Republicans. Somewhere out there there’s an extraterrestrial that’s doing this to us, I guess. And everybody says they take responsibility. Somebody somewhere has to take responsibility for this. Put it to you bluntly, American people. If you want me to be your president, we’re going to face our problems. Weâ€™ll deal with our problems, weâ€™ll solve our problems. We’ll down our debt. We’ll pass on the American dream to our children, and I will not leave our children a situation that they have today. When I was a boy it took 2 generations to double the standard of living. Today it will take 12 generations. Our children will not see the American dream because of this debt that somebody somewhere dropped on us.
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	No, I don’t have an answer for everything. As you all know, I’ve been buying 30-minute segments to talk about issues. And tomorrow night on NBC, from 10:30 to 11 Eastern, we’re going to talk about how you pay the debt down, so we’re going to come right down to that one. We’ll be on again Saturday night, 8 to 9 o’clock on ABC. So the point is —
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	— I couldn’t agree with you more, couldn’t agree with you more. And I have said again and again and again let’s get off mud wrestling, let’s get off personalities and let’s talk about jobs, health care, crime, the things that concern the American people. I’m spending my money — not PAC money, not foreign money, my money — to take this message to the people.
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	Just no hedges, no ifs, ands and buts. I’ll take the pledge because I know the American people want to talk about issues and not tabloid journalism. So I’ll take the pledge and will stay on the issues. Now, just for the record, I don’t have any spin doctors. I don’t have any speechwriters. Probably shows. I make those charts you see on television. But you don’t have to wonder if it’s me talking. See, what you see is what you get and if you don’t like it, you got two other choices, right?
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	And I don’t have any foreign money in my campaign. I don’t have any foreign lobbyists on leave in my campaign. I don’t have any PAC money in my campaign. I’ve got 5.5 million hard-working people who put me on the ballot, and I belong to them. And they’re interested in what you’re interested in. I take the pledge. I’ve already taken the pledge on cutting the deficit in half. I never got to say that. There’s a great young group, Lead or Leave, college students, young people, who don’t want us to spend their money. I took the pledge we’d cut it out.
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	First you’ve got to have money to pay for these things. So you’ve got to create jobs. There are all kinds of ways to create jobs in the inner city. I’m not a politician, but I think I could go to Washington in a week and get everybody holding hands and get this bill signed because I talk to the Democratic leaders and they want it. I talk to the Republican leaders and they want it. But since they’re bred from childhood to fight with one another rather than get results, you know, I would be glad to drop out and spend a little time and see if we couldn’t build some bridges. Now, results is what counts. The president can’t order Congress around. Congress can’t order the president around. That’s not bad for a guy that’s never been there, right? But you have to work together. Now, I have talked to the chairmen of the committees that want this. They’re Democrats. The president wants it, but we can’t get it because we sit here in gridlock because it’s a campaign year. We didn’t fund a lot of other things this year, like the savings and loan mess. That’s another story that we’re going to pay a big price for right after the election. The facts are though — the facts are — the American people are hurting. These people are hurting in the inner cities. We’re shipping the quote, “low paying jobs” overseas. What are low paying jobs? Textiles, shoes, things like that that we say are yesterday’s industries. They’re tomorrow’s industries in the inner cities. Let me say in my case, if I’m out of work, I’ll cut grass tomorrow to take care of my family; I’ll be happy to make shoes, I’ll be happy to make clothing, I’ll make sausage. You just give me a job. Put those jobs in the inner cities instead of doing diplomatic deals and shipping them to China where prison labor does the work.
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	If you ask me if I could fly a fighter plane or be an astronaut, I can’t. I’ve spent my life creating jobs. That’s something I know how to do. And, very simply, in the inner city, they’re starved — you see, small business is the way to jump start the inner city, not —
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	You want jobs in the inner city? Do you want jobs in the inner city? Is that your question?
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	Oh, I’m sorry. Well, I’ve listened to both sides, and if they would talk to one another instead of throwing rocks, I think we could get a lot done. And, among other things, I would say, okay, over here in this Senate committee to the chairman who is anxious to get this bill passed, the president who is anxious, I’d say rather than just yelling at one another, why don’t we find out where we’re apart, try to get together, get the bill passed and give the people the benefits and not play party politics right now. And I think the press would follow that so closely that probably they would get it done. That’s the way I would do it. I doubt if they’ll give me the chance, but I will drop everything and go work on it.
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	On any program, and this includes crime, you’ll find we have all kinds of great plans lying around that never get enacted into law and implemented. I don’t care what it is — competitiveness, health care, crime, you name it. Brady Bill, I agree that it’s a timid step in the right direction but it won’t fix it. So why pass a law that won’t fix it? Now, what it really boils down to is can you live — we become so preoccupied with the rights of the criminal that we’ve forgotten the rights of the innocent. And in our country we have evolved to a point where we’ve put millions of innocent people in jail because you go to the poor neighborhoods and they’ve put bars on their windows and bars on their doors and put themselves in jail to protect the things that they acquired legitimately. That’s where we are. We have got to become more concerned about people who play by the rules and get the balance we require. This is going to take first, building a consensus at grassroots America. Right from the bottom up, the American people have got to say they want it. And at that point, we can pick from a variety of plans and develop new plans. And the way you get things done is bury yourselves in the room with one another, put together the best program, take it to the American people, use the electronic town hall, the kind of thing you’re doing here tonight, build a consensus and then do it and then go on to the next one. But don’t just sit here slow dancing for 4 years doing nothing.
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	Yes. Let me do first on a personal level. If the American people send me up to do this job, I intend to be there one term. I do not intend to spend one minute of one day thinking about re-election. And as a matter of principle — and my situation is unique, and I understand it — I would take absolutely no compensation; I go as their servant. Now, I have set as strong an example as I can, then at that point when we sit down over at Capitol Hill — tomorrow night I’m going to be talking about government reform — it’s a long subject, you wouldn’t let me finish tonight. If you want to hear it, you get it tomorrow night — you’ll hear it tomorrow night. But we have got to reform government. If you put term limits in and don’t reform government, you won’t get the benefits you thought. It takes both. So we need to do the reforms and the term limits. And after we reform it, it won’t be a lifetime career opportunity; good people will go serve and then go back to their homes and not become foreign lobbyists and cash in at 30,000 bucks a month and then take time off to run some president’s campaign. They’re all nice people, they’re just in a bad system. I don’t think there are any villains, but, boy, is the system rotten.
October 15, 1992 First Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(First Half of Debate)	1992-10-15	Clinton-Bush-Perot	CAROLE SIMPSON	PEROT	We have the most expensive health care system in the world. Twelve percent of our gross national product goes to health care. Our industrial competitors, who are beating us in competition, spend less and have better health care. Japan spends a little over 6% of its gross national product. Germany spends 8%. It’s fascinating. You’ve bought a front row box seat and you’re not happy with your health care and you’re saying tonight we’ve got bad health care but very expensive health care. Folks, here’s why. Go home and look in the mirror. You own this country but you have no voice in it the way it’s organized now, and if you want to have a high risk experience, comparable to bungee jumping, go into Congress some time when they’re working on this kind of legislation, when the lobbyists are running up and down the halls. Wear your safety toe shoes when you go. And as a private citizen, believe me, you are looked on as a major nuisance. The facts are you now have a government that comes at you. You’re supposed to have a government that comes from you. Now, there are all kinds of good ideas, brilliant ideas, terrific ideas on health care. None of them ever get implemented because — let me give you an example. A senator runs every 6 years. He’s got to raise 20,000 bucks a week to have enough money to run. Who’s he gonna listen to — us or the folks running up and down the aisles with money, the lobbyists, the PAC money? He listens to them. Who do they represent? Health care industry. Not us. Now, you’ve got to have a government that comes from you again. You’ve got to reassert your ownership in this country and you’ve got to completely reform our government. And at that point they’ll just be like apples falling out of a tree. The programs will be good because the elected officials will be listening to — I said the other night I was all ears and I would listen to any good idea. I think we ought to do plastic surgery on a lot of these guys so that they’re all ears, too, and listen to you. Then you get what you want, and shouldn’t you? You paid for it. Why shouldn’t you get what you want, as opposed to what some lobbyist cuts a deal, writes a little piece in the law and he goes through. That’s the way the game’s played now. Till you change it you’re gonna be unhappy. SIMPSON (continuing): You wanted one brief point in there.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	It caused me to disrupt my private life and my business to get involved in this activity. That’s how much I care about it. And believe me, if you knew my family and if you knew the private life I have, you would agree in a minute that that’s a whole lot more fun than getting involved in politics. But I have lived the American dream. I came from very modest background. Nobody’s been luckier than I’ve been, all the way across the spectrum, and the greatest riches of all are my wife and children. That’s true of any family. But I want all the children — I want these young people up here to be able to start with nothing but an idea like I did and build a business. But they’ve got to have a strong basic economy and if you’re in debt, it’s like having a ball and chain around you. I just figure, as lucky as I’ve been, I owe it to them and I owe it to the future generations and on a very personal basis, I owe it to my children and grandchildren.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	On the broad issue here, when you’re trying to solve a problem, you get the best plans. You have a raging debate about those plans. Then out of that debate, with leadership, comes consensus. Then, if the plans are huge and complex like health care, I would urge you to implement pilot programs. Like the old carpenter says measure twice, cut once. Let’s make sure this thing’s as good as we all think it is at the end of the meeting. Then finally, our government passes laws and freezes the plan in concrete. Anybody that’s ever built a successful business will tell you you optimize, optimize, optimize after you’ve put something into effect. The reason Medicare and Medicaid are a mess is we froze them. Everybody knows how to fix them. There are people all over the federal government, if they could just touch it with a screwdriver, could fix it. Now, back over here. See, we’ve got a $4 trillion debt and only in America would you have $2.8 trillion of it or 70% of it financed 5 years or less. Now, that’s another thing for you to think about when you go home tonight. You don’t finance long-term debt with short-term money. Why did our government do it? To get the interest rates down. A 1% increase in interest rates in that $2.8 trillion is $28 billion a year. Now, when you look at what Germany pays for money and what we don’t pay for money, you realize there’s quite a spread, right, and you realize this is a temporary thing and there’s going to be another sucking sound that runs our deficit through the roof. You know, and everybody’s ducking it so I’m gonna say it, that we are not letting that surplus stay in the bank. We are not investing that surplus like a pension fund. We are spending that surplus to make the deficit look smaller to you than it really is. Now, that — put you in jail in corporate America if you kept books that way but in government it’s just kind of the way things are. That’s because it comes at you, not from you. Now then, that money needs to be — they don’t even pay interest on it. They just write a note for the interest.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	Do you want to fix the problem or sound-bite it? I understand the importance of time but see, here’s how we get to this mess we’re in.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	This is just 1 of 1000. Now then, to nail it, there’s one way out — a growing, expanding job base. A growing, expanding job base to generate the funds and the tax revenues to pay off the mess and rebuild America. We’ve got to double-hit. If we’re $4 trillion down, we should have everything perfect, but we don’t. We’ve got to pay it off and build money to renew it- -spend money to renew it, and that’s going to take a growing, expanding job base. That is priority one in this country. Put everybody that’s breathing to work. And I’d love to be out of workers and have to import them, like some of our international competitors.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	Well, it’s cost-effective to help Russia succeed in its revolution; it’s pennies on the dollar compared to going back to the Cold War. Russia is still very unstable; they could go back to square one, and worse. All the nuclear weapons are not dismantled. I am particularly concerned about the intercontinental weapons, the ones that can hit us. We’ve got agreements, but they are still there. With all this instability and breaking into republics, and all the Middle Eastern countries going over there and shopping for weapons, we’ve got our work cut out for us. So we need to stay right on top of that and constructively help them move toward democracy and capitalism. We have to have money to do that. We have to have our people at work. See, for 45 years we were preoccupied with the Red Army. I suggest now that our number one preoccupation is red ink and our country and we’ve got to put our people back to work so that we can afford to do these things we want to do in Russia. We cannot be the policeman for the world any longer. We spent $300 billion a year defending the world. Germany and Japan spend around $30 billion a piece. If I can get you to defend me and I can spend all my money building industry that’s a home run for me. Coming out of World War II it made sense. Now, the other superpowers need to do their part. I’ll close on this point. You can’t be a superpower unless you’re an economic superpower. If we’re not an economic superpower, we’re a used to be and we will no longer be a force for good throughout the world. And if nothing else gets you excited about rebuilding our industrial base maybe that will because job one is to put our people back to work.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	Yes, I’ve got scars to show for being around education reform. And the first word you need to say in every city and state, and just draw a line in the sand, is public schools exist for the benefit of the children. You’re going to see a lot of people fall over it, because any time you’re spending $199 billion dollars a year, somebody’s getting it. And the children get lost in the process. So that’s step one. Keep in mind in 1960, when our schools were the envy of the world, we were spending $16 billion on them; now we spend more than any other nation in the world — 199 billion a year — and rank at the bottom of the industrialized world in terms of education achievement. One more time you’ve bought a front-row box seat and got a third-rate performance. This is a government that is not serving you. By and large it should be local — the more local, the better. Interesting phenomenon: small towns have good schools, big cities have terrible schools. The best people in a small town will serve on the school board; you get into big cities, it’s political patronage, stepping stones — you get the job, give your relatives a janitor’s job at $57,000 a year, more than the teachers make, and with luck they clean the cafeteria once a week. Now, you’re paying for that. Those schools belong to you. And we put up with that. Now, as long as we put up with that, that’s what you’re going to get. And these folks are just dividing up 199 billion bucks and the children get lost. If I could wish for one thing for great public schools, it would be a strong family unit in every home — nothing will ever replace that. You say, well, gee, what are you going to do about that? Well, the White House is a bully pulpit, and I think we ought to be pounding on the table every day. There’s nothing — the most efficient unit of government the world will ever know is a strong loving family unit. Next thing. You need small schools, not big schools. In a little school everybody is somebody; individualism is very important. These big factories? Everybody told me they were cost-effective. I did a study on it; they’re cost- ineffective. 5000 students — why is a high school that big? One reason. Sooner or later you get 11 more boys that can run like the devil that weigh 250 pounds and they might win district. Now, that has nothing to do with learning. Secondly, across Texas, typically half of the school day was non-academic pursuits — in one place it was 35%. In Texas you could have unlimited absences to go to livestock shows. Found a boy — excuse me, but this gives the flavor — a boy in Houston kept a chicken in the bathtub in downtown Houston and missed 65 days going to livestock shows. Finally had to come back to school, the chicken lost its feathers. That’s the only way we got him back. (Laughter) Now, that’s your tax money being wasted. Now, neighborhood schools. It is terrible to bus tiny little children across town. And it is particularly terrible to take poor tiny little children and wait until the first grade and bus them across town to Mars, where the children know their numbers, know their letters, have had every advantage. At the end of the first day, that little child wants out. I’ll close on this. You’ve got to have world class teachers, world class books. If you ever got close to how textbooks were selected, you wouldn’t want to go back the second day. I don’t have time to tell you the stories.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	Finally, if we don’t fix this, you’re right. We can’t have the industries of tomorrow unless we have the best educated workforce. And here you’ve got, for the disadvantaged children, you’ve got to have early childhood development. Cheapest money you’ll ever spend. First contact should be with the money when she’s pregnant. That little child needs to be loved and hugged and nurtured and made to feel special, like your children were. They learn to think well or poorly of themselves in the first 18 months.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	And in the first few years they either learn how to learn or don’t learn how to learn. And if they don’t, they wind up in prison.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	And it costs more to keep them in prison than it does to send them to Harvard. I rest my case.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	I have a fearless forecast. A message just won’t do it. Colin Powell will be on somebody’s ticket 4 years from now — right? Right? He wanted that said — 4 years.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	Now, if won’t be, General Waller would be — you say, why do you keep picking military people. These are people that I just happen to know and have a high regard for. I’m sure there are hundreds of others.
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	All right. How about Sandra Day O’Connor as an example?
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	If the American people want to do it and not talk about it, then they ought to — you know, I’m one person they ought to consider. If they just want to keep slow dancing and talk about it and not do it, I’m not your man. I am results oriented. I am action oriented. I’ve dealt my businesses. Getting things done in three months that my competitors took 18 months to do. Everybody says you can’t do that with Congress. Sure, you can do that with Congress. Congress — they’re all good people. They’re all patriots but you’ve got to link arms and work with them. Sure, you’ll have arguments. Sure, you’ll have fights. We have them all day every day. But we get the job done. Now, I have to come back in my clothes to one thing because I am passionate about education. I was talking about early childhood education for disadvantaged little children. And let me tell you one specific pilot program where children who don’t have a chance go to this program when they’re 3. Now we’re going back to when the mother’s pregnant and they’ll start right after they’re born. Starting when they’re 3 and going to this school until they’re 9 and then going into the public school in the 4th grade. Ninety percent are on the honor role. Now that will change America. Those children will all go to college. They will live the American dream. And I beg the American people, any time they think about reforming education to take this piece of society that doesn’t have a chance and take these little pieces of clay that can be shaped and molded and give them the same love and nurture and affection and support you give your children and teach them that they’re unique and that they’re precious and that there’s only one person in the world like them and you will see this nation bloom. And we will have so many people who are qualified for the top job that it will be terrific. Now, finally, if you can’t pay the bills you’re dead in the water. And we have got to put our nation back to work. Now, if you don’t want to really do that I’m not your man. I’d go crazy sitting up there slow dancing that one. In other words, unless we’re going to do it, then pick somebody who likes to talk about it. Now, just remember when you think about me — I didn’t create this mess. I’ve been paying taxes just like you and Lord knows, I’ve paid my share — over a billion in taxes. And for a guy that started out with everything he owned in the trunk of his car —
October 15, 1992 Second Half Debate Transcript	The Second Clinton-Bush-Perot Presidential Debate(Second Half of Debate)	1992-10-15	Clinton-Bush-Perot	SIMPSON	PEROT	But it’s in your hands. I wish you well. I’ll see you tomorrow night — (Laughter) on NBC — 10:30 to 11:00 Eastern Time. (Laughter)
October 19, 1992 Debate Transcript	The Third Clinton-Bush-Perot Presidential Debate	1992-10-19	Clinton-Bush-Perot	JIM LEHRER	PEROT	The basic problem with it, it doesn’t balance the budget. If you forecast it out, we still have a significant deficit under each of their plans, as I understand them. Our challenge is to stop the financial bleeding. If you take a patient into the hospital that’s bleeding arterially, step one is to stop the bleeding. And we are bleeding arterially. There’s only one way out of this, and that is to stop the deterioration of our job base, to have a growing, expanding job base, to give us the tax base — see, balancing the budget is not nearly as difficult as paying off the $4 trillion debt and leaving our children the American dream intact. We have spent their money. We’ve got to pay it back. This is going to take fair, shared sacrifice. My plan balances the budget within 6 years. We didn’t do it faster than that because we didn’t want to disrupt the economy. We gave it off to a slow start and a fast finish to give the economy time to recover. But we faced it and we did it, and we believe it’s fair, shared sacrifice. The one thing I have done is lay it squarely on the table in front of the American people. You’ve had a number of occasions to see in detail what the plan is, and at least you’ll understand it. I think that’s fundamental in our country, that you know what you’re getting into.
October 19, 1992 Debate Transcript	The Third Clinton-Bush-Perot Presidential Debate	1992-10-19	Clinton-Bush-Perot	JIM LEHRER	PEROT	I grew up 5 blocks from Arkansas. Let’s put it in perspective. It’s a beautiful state. It’s a fairly rural state. It has a population less than Chicago or Los Angeles, about the size of Dallas and Forth Worth combined. So I think probably we’re making a mistake night after night after night to cast the nation’s future on a unit that small.
October 19, 1992 Debate Transcript	The Third Clinton-Bush-Perot Presidential Debate	1992-10-19	Clinton-Bush-Perot	JIM LEHRER	PEROT	No, no, no, but I could say, you know, that I ran a small grocery store on the corner, therefore I extrapolate that into the fact that I can run Wal-Mart. That’s not true. (Laughter) I can’t protect an Arkansas company, you notice there, Governor.
October 19, 1992 Debate Transcript	The Third Clinton-Bush-Perot Presidential Debate	1992-10-19	Clinton-Bush-Perot	JIM LEHRER	PEROT	I’d like to just talk about issues, and so —
October 19, 1992 Debate Transcript	The Third Clinton-Bush-Perot Presidential Debate	1992-10-19	Clinton-Bush-Perot	JIM LEHRER	PEROT	Well, no, but the point is that’s a subjective thing. See, the subjective thing is when does President Bush react? And it would be very difficult for me to answer that in any short period of time.
October 19, 1992 Debate Transcript	The Third Clinton-Bush-Perot Presidential Debate	1992-10-19	Clinton-Bush-Perot	JIM LEHRER	PEROT	I will let the American people decide that. I would rather not critique the 2 candidates.
October 19, 1992 Debate Transcript	The Third Clinton-Bush-Perot Presidential Debate	1992-10-19	Clinton-Bush-Perot	JIM LEHRER	PEROT	I think the General Motors thing is very relevant. I did everything I could to get General Motors to face its problems in the mid-’80s while it was still financially strong. They just wouldn’t do it, and everybody now knows the terrible price they’re paying by waiting until it’s obvious to the brain-dead that they have problems. Now, hundreds, thousands of good, decent people, whole cities up here in this state are adversely impacted because they would not move in a timely way. Our government is that point now. The thing that I am in this race for is to tap the American people on the shoulder and to say to every single one of you, fix it while we’re still relatively strong. If you have a heart problem, you don’t wait till a heart attack to address it. So the General Motors experience is relevant. At the point when I could not get them to address those problems, I had created so much stress in the board, who wanted to just keep the Lawrence Welk music going, that they asked to buy my remaining shares. I sold them my remaining shares. They went their way. I went my way because it was obvious we had a complete disagreement about what should be done with the company. But let’s take my life in perspective. Again and again, on complex, difficult tasks, I have stayed the course. When I was asked by our government to do the POW project, within a year the Vietnamese had sent people into Canada to make arrangements to have me and my family killed. And I had 5 small children, and my family and I decided we would stay the course, and we lived with that problem for 3 years. Then I got into the Texas War on Drugs program and the big-time drug dealers got all upset. Then when I had 2 people imprisoned in Iran, I could have left them there. I could have rationalized it. We went over, we got them out, we brought them back home. And since then, for years, I have lived with the burden of the Middle East, where it’s eye for an eye and tooth for a tooth country, in terms of their unhappiness with the fact that I was successful in that effort. Again and again and again, in the middle of the night, at 2 or 3 o’clock in the morning, my government has called me to take extraordinary steps for Americans in distress, and again and again and again I have responded. And I didn’t wilt and I didn’t quit. Now, what happened in July we’ve covered again and again and again. But I think in terms of the American people’s concern about my commitment, I’m here tonight, folks; I never quit supporting you as you put me on the ballot in the other 26 states; and when you asked me to come back in, I came back in. And talk about not quitting, I’m spending my money on this campaign; the 2 parties are spending your money, taxpayer money. I put my wallet on the table for you and your children. Over $60 million at least will go into this campaign to leave the American dream to you and your children, to get this country straightened out, because if anybody owes it to you, I do. I’ve lived the American dream; I’d like for your children to be able to live it, too. (Laughter)
October 19, 1992 Debate Transcript	The Third Clinton-Bush-Perot Presidential Debate	1992-10-19	Clinton-Bush-Perot	JIM LEHRER	PEROT	Well, everybody’s nibbling around the edges. Let’s go to the center of the bull’s-eye, the core problem. And believe me, everybody on the factory floor all over this country knows it. You implement that NAFTA, the Mexican trade agreement, where they pay people a dollar an hour, have no health care, no retirement, no pollution controls, et cetera, et cetera, et cetera, and you’re going to hear a giant sucking sound of jobs being pulled out of this country right at a time when we need the tax base to pay the debt and pay down the interest on the debt and get our house back in order. We’ve got to proceed very carefully on that. See, there’s a lot I don’t understand. I do understand business. I do understand creating jobs. I do understand how to make things work. And I got a long history of doing that. Now, if you want to go to the core problem that faces everybody in manufacturing in this country, it’s that agreement that’s about to be put into practice. It’s very simple. Everybody says it’ll create jobs. Yes, it’ll create bubble jobs. Now, you know, watch this — listen very carefully to this. One-time surge while we build factories and ship machine tools and equipment down there. Then year after year for decades, they will have jobs. And I finally — I thought I didn’t understand it — called all the experts, and they said, oh, it’ll be disruptive for 12 to 15 years. We haven’t got 12 days, folks. We cannot lose those jobs. They were eventually saying, Mexican jobs will eventually come to $7.50 an hour, ours will eventually go down to $7.50 an hour. Makes you feel real good to hear that, right? Let’s think it through here. Let’s be careful. I’m for free trade philosophically, but I have studied these trade agreements till the world has gone flat, and we don’t have good trade agreements across the world. I hope we’ll have a chance to get into that tonight, because I can get right to the center of the bull’s-eye and tell you why we’re losing whole industries in this country.
